,dsn,x_ds0,y_total,sg
4318,ds3,SEGUROS ,0,PT
4319,ds4,SEGUROS ,0,PT
4320,ds1,RECUPERAÇÃO DE DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,2,PT
4321,ds2,RECUPERAÇÃO DE DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,2,PT
4322,ds3,RECUPERAÇÃO DE DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PT
4323,ds4,RECUPERAÇÃO DE DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PT
4324,ds1,PUBLICAÇÕES ,30,PT
4325,ds2,PUBLICAÇÕES ,30,PT
4326,ds3,PUBLICAÇÕES ,0,PT
4327,ds4,PUBLICAÇÕES ,0,PT
4328,ds1,RÁDIO E TELEVISÃO ,28,PT
4329,ds2,RÁDIO E TELEVISÃO ,28,PT
4330,ds3,RÁDIO E TELEVISÃO ,0,PT
4331,ds4,RÁDIO E TELEVISÃO ,0,PT
4332,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,53,PT
4333,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,53,PT
4334,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PT
4335,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PT
4336,ds1,PROPAGANDA E PUBLICIDADE ,286,PT
4337,ds2,PROPAGANDA E PUBLICIDADE ,286,PT
4338,ds3,PROPAGANDA E PUBLICIDADE ,0,PT
4339,ds4,PROPAGANDA E PUBLICIDADE ,0,PT
4340,ds1,EVENTOS PROMOCIONAIS ,407,PT
4341,ds2,EVENTOS PROMOCIONAIS ,407,PT
4342,ds3,EVENTOS PROMOCIONAIS ,0,PT
4343,ds4,EVENTOS PROMOCIONAIS ,0,PT
4344,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,6,PT
4345,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,6,PT
4346,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PT
4347,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PT
4348,ds1,PERDAS COM ATIVOS ,2,PT
4349,ds2,PERDAS COM ATIVOS ,2,PT
4350,ds3,PERDAS COM ATIVOS ,0,PT
4351,ds4,PERDAS COM ATIVOS ,0,PT
4352,ds1,OUTROS MULHERES,2,PT
4353,ds2,OUTROS MULHERES,0,PT
4354,ds3,OUTROS MULHERES,0,PT
4355,ds4,OUTROS MULHERES,0,PT
4356,ds1,ASSUNÇÃO DE OBRIGAÇÕES ,1,PT
4357,ds2,ASSUNÇÃO DE OBRIGAÇÕES ,1,PT
4358,ds3,ASSUNÇÃO DE OBRIGAÇÕES ,0,PT
4359,ds4,ASSUNÇÃO DE OBRIGAÇÕES ,0,PT
4360,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,355,PTB
4361,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,355,PTB
4362,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,355,PTB
4363,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,355,PTB
4364,ds1,SEGUROS ,23,PTB
4365,ds2,SEGUROS ,23,PTB
4366,ds3,SEGUROS ,0,PTB
4367,ds4,SEGUROS ,0,PTB
4368,ds1,TRANSPORTES E VIAGENS ,895,PTB
4369,ds2,TRANSPORTES E VIAGENS ,895,PTB
4370,ds3,TRANSPORTES E VIAGENS ,895,PTB
4371,ds4,TRANSPORTES E VIAGENS ,0,PTB
4372,ds1,PESSOAL ,1945,PTB
4373,ds2,PESSOAL ,1945,PTB
4374,ds3,PESSOAL ,1945,PTB
4375,ds4,PESSOAL ,0,PTB
4376,ds1,LANCHES E REFEIÇÕES ,307,PTB
4377,ds2,LANCHES E REFEIÇÕES ,307,PTB
4378,ds3,LANCHES E REFEIÇÕES ,0,PTB
4379,ds4,LANCHES E REFEIÇÕES ,0,PTB
4380,ds1,TELECOMUNICAÇÕES E INTERNET ,755,PTB
4381,ds2,TELECOMUNICAÇÕES E INTERNET ,755,PTB
4382,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PTB
4383,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PTB
4384,ds1,SERVIÇOS CARTORÁRIOS ,82,PTB
4385,ds2,SERVIÇOS CARTORÁRIOS ,82,PTB
4386,ds3,SERVIÇOS CARTORÁRIOS ,0,PTB
4387,ds4,SERVIÇOS CARTORÁRIOS ,0,PTB
4388,ds1,ENERGIA ELÉTRICA ,452,PTB
4389,ds2,ENERGIA ELÉTRICA ,452,PTB
4390,ds3,ENERGIA ELÉTRICA ,0,PTB
4391,ds4,ENERGIA ELÉTRICA ,0,PTB
4392,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,68,PTB
4393,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,68,PTB
4394,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PTB
4395,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PTB
4396,ds1,OUTRAS DESPESAS GERAIS ,265,PTB
4397,ds2,OUTRAS DESPESAS GERAIS ,265,PTB
4398,ds3,OUTRAS DESPESAS GERAIS ,0,PTB
4399,ds4,OUTRAS DESPESAS GERAIS ,0,PTB
4400,ds1,PRODUÇÃO DE AUDIOVISUAIS ,25,PTB
4401,ds2,PRODUÇÃO DE AUDIOVISUAIS ,25,PTB
4402,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,PTB
4403,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,PTB
4404,ds1,MATERIAL DE CONSUMO ,897,PTB
4405,ds2,MATERIAL DE CONSUMO ,897,PTB
4406,ds3,MATERIAL DE CONSUMO ,897,PTB
4407,ds4,MATERIAL DE CONSUMO ,0,PTB
4408,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",236,PTB
4409,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",236,PTB
4410,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",14,PTB
4411,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PTB
4412,ds1,CONVENÇÕES PARTIDÁRIAS ,44,PTB
4413,ds2,CONVENÇÕES PARTIDÁRIAS ,44,PTB
4414,ds3,CONVENÇÕES PARTIDÁRIAS ,0,PTB
4415,ds4,CONVENÇÕES PARTIDÁRIAS ,0,PTB
4416,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,16,PTB
4417,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,16,PTB
4418,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PTB
4419,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PTB
4420,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,1690,PTB
4421,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,1690,PTB
4422,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,1690,PTB
4423,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PTB
4424,ds1,ALUGUÉIS E CONDOMÍNIOS ,740,PTB
4425,ds2,ALUGUÉIS E CONDOMÍNIOS ,740,PTB
4426,ds3,ALUGUÉIS E CONDOMÍNIOS ,740,PTB
4427,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PTB
4428,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",47,PTB
4429,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",47,PTB
4430,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PTB
4431,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PTB
4432,ds1,SEGURANÇA E VIGILÂNCIA ,85,PTB
4433,ds2,SEGURANÇA E VIGILÂNCIA ,85,PTB
4434,ds3,SEGURANÇA E VIGILÂNCIA ,0,PTB
4435,ds4,SEGURANÇA E VIGILÂNCIA ,0,PTB
4436,ds1,ATIVO PERMANENTE ,70,PTB
4437,ds2,ATIVO PERMANENTE ,70,PTB
4438,ds3,ATIVO PERMANENTE ,70,PTB
4439,ds4,ATIVO PERMANENTE ,2,PTB
4440,ds1,SEMINÁRIOS ,24,PTB
4441,ds2,SEMINÁRIOS ,24,PTB
4442,ds3,SEMINÁRIOS ,0,PTB
4443,ds4,SEMINÁRIOS ,0,PTB
4444,ds1,PUBLICAÇÕES ,52,PTB
4445,ds2,PUBLICAÇÕES ,52,PTB
4446,ds3,PUBLICAÇÕES ,0,PTB
4447,ds4,PUBLICAÇÕES ,0,PTB
4448,ds1,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,14,PTB
4449,ds2,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,14,PTB
4450,ds3,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PTB
4451,ds4,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PTB
4452,ds1,SERVIÇOS POSTAIS ,196,PTB
4453,ds2,SERVIÇOS POSTAIS ,196,PTB
4454,ds3,SERVIÇOS POSTAIS ,0,PTB
4455,ds4,SERVIÇOS POSTAIS ,0,PTB
4456,ds1,DESPESAS FINANCEIRAS ,6527,PTB
4457,ds2,DESPESAS FINANCEIRAS ,6527,PTB
4458,ds3,DESPESAS FINANCEIRAS ,0,PTB
4459,ds4,DESPESAS FINANCEIRAS ,0,PTB
4460,ds1,DESPESAS JUDICIAIS ,129,PTB
4461,ds2,DESPESAS JUDICIAIS ,129,PTB
4462,ds3,DESPESAS JUDICIAIS ,0,PTB
4463,ds4,DESPESAS JUDICIAIS ,0,PTB
4464,ds1,TRIBUTOS ,651,PTB
4465,ds2,TRIBUTOS ,651,PTB
4466,ds3,TRIBUTOS ,651,PTB
4467,ds4,TRIBUTOS ,0,PTB
4468,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,14,PTB
4469,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,14,PTB
4470,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PTB
4471,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PTB
4472,ds1,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,27,PTB
4473,ds2,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,27,PTB
4474,ds3,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PTB
4475,ds4,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PTB
4476,ds1,OUTROS ORDINÁRIAS,99,PTB
4477,ds2,OUTROS ORDINÁRIAS,0,PTB
4478,ds3,OUTROS ORDINÁRIAS,0,PTB
4479,ds4,OUTROS ORDINÁRIAS,0,PTB
4480,ds1,ÁGUA E ESGOTO ,219,PTB
4481,ds2,ÁGUA E ESGOTO ,219,PTB
4482,ds3,ÁGUA E ESGOTO ,0,PTB
4483,ds4,ÁGUA E ESGOTO ,0,PTB
4484,ds1,PROPAGANDA E PUBLICIDADE ,60,PTB
4485,ds2,PROPAGANDA E PUBLICIDADE ,60,PTB
4486,ds3,PROPAGANDA E PUBLICIDADE ,0,PTB
4487,ds4,PROPAGANDA E PUBLICIDADE ,0,PTB
4488,ds1,SERVIÇOS DE LIMPEZA ,85,PTB
4489,ds2,SERVIÇOS DE LIMPEZA ,85,PTB
4490,ds3,SERVIÇOS DE LIMPEZA ,3,PTB
4491,ds4,SERVIÇOS DE LIMPEZA ,0,PTB
4492,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,26,PTB
4493,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,26,PTB
4494,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PTB
4495,ds4,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PTB
4496,ds1,OBRIGAÇÕES DIVERSAS ,50,PTB
4497,ds2,OBRIGAÇÕES DIVERSAS ,50,PTB
4498,ds3,OBRIGAÇÕES DIVERSAS ,0,PTB
4499,ds4,OBRIGAÇÕES DIVERSAS ,0,PTB
4500,ds1,EVENTOS PROMOCIONAIS ,66,PTB
4501,ds2,EVENTOS PROMOCIONAIS ,66,PTB
4502,ds3,EVENTOS PROMOCIONAIS ,0,PTB
4503,ds4,EVENTOS PROMOCIONAIS ,0,PTB
4504,ds1,RÁDIO E TELEVISÃO ,17,PTB
4505,ds2,RÁDIO E TELEVISÃO ,17,PTB
4506,ds3,RÁDIO E TELEVISÃO ,0,PTB
4507,ds4,RÁDIO E TELEVISÃO ,0,PTB
4508,ds1,CONGRESSOS ,4,PTB
4509,ds2,CONGRESSOS ,4,PTB
4510,ds3,CONGRESSOS ,0,PTB
4511,ds4,CONGRESSOS ,0,PTB
4512,ds1,OUTROS MULHERES,4,PTB
4513,ds2,OUTROS MULHERES,0,PTB
4514,ds3,OUTROS MULHERES,0,PTB
4515,ds4,OUTROS MULHERES,0,PTB
4516,ds1,RECOLHIMENTOS AO ERÁRIO ,34,PTB
4517,ds2,RECOLHIMENTOS AO ERÁRIO ,34,PTB
4518,ds3,RECOLHIMENTOS AO ERÁRIO ,34,PTB
4519,ds4,RECOLHIMENTOS AO ERÁRIO ,0,PTB
4520,ds1,ADIANTAMENTOS DIVERSOS ,4,PTB
4521,ds2,ADIANTAMENTOS DIVERSOS ,4,PTB
4522,ds3,ADIANTAMENTOS DIVERSOS ,0,PTB
4523,ds4,ADIANTAMENTOS DIVERSOS ,0,PTB
4524,ds1,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,3,PTB
4525,ds2,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,3,PTB
4526,ds3,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PTB
4527,ds4,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PTB
4528,ds1,DESPESAS GERAIS ,3,PTB
4529,ds2,DESPESAS GERAIS ,3,PTB
4530,ds3,DESPESAS GERAIS ,3,PTB
4531,ds4,DESPESAS GERAIS ,0,PTB
4532,ds1,ASSUNÇÃO DE OBRIGAÇÕES ,2,PTB
4533,ds2,ASSUNÇÃO DE OBRIGAÇÕES ,2,PTB
4534,ds3,ASSUNÇÃO DE OBRIGAÇÕES ,0,PTB
4535,ds4,ASSUNÇÃO DE OBRIGAÇÕES ,0,PTB
4536,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,2,PTB
4537,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,2,PTB
4538,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PTB
4539,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PTB
4540,ds1,DESPESAS FINANCEIRAS ,864,PTC
4541,ds2,DESPESAS FINANCEIRAS ,864,PTC
4542,ds3,DESPESAS FINANCEIRAS ,0,PTC
4543,ds4,DESPESAS FINANCEIRAS ,0,PTC
4544,ds1,TRANSPORTES E VIAGENS ,337,PTC
4545,ds2,TRANSPORTES E VIAGENS ,337,PTC
4546,ds3,TRANSPORTES E VIAGENS ,337,PTC
4547,ds4,TRANSPORTES E VIAGENS ,0,PTC
4548,ds1,TELECOMUNICAÇÕES E INTERNET ,206,PTC
4549,ds2,TELECOMUNICAÇÕES E INTERNET ,206,PTC
4550,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PTC
4551,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PTC
4552,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,330,PTC
4553,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,330,PTC
4554,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,330,PTC
4555,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PTC
4556,ds1,TRIBUTOS ,27,PTC
4557,ds2,TRIBUTOS ,27,PTC
4558,ds3,TRIBUTOS ,27,PTC
4559,ds4,TRIBUTOS ,0,PTC
4560,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,30,PTC
4561,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,30,PTC
4562,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PTC
4563,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PTC
4564,ds1,DESPESAS JUDICIAIS ,9,PTC
4565,ds2,DESPESAS JUDICIAIS ,9,PTC
4566,ds3,DESPESAS JUDICIAIS ,0,PTC
4567,ds4,DESPESAS JUDICIAIS ,0,PTC
4568,ds1,LANCHES E REFEIÇÕES ,36,PTC
4569,ds2,LANCHES E REFEIÇÕES ,36,PTC
4570,ds3,LANCHES E REFEIÇÕES ,0,PTC
4571,ds4,LANCHES E REFEIÇÕES ,0,PTC
4572,ds1,MATERIAL DE CONSUMO ,146,PTC
4573,ds2,MATERIAL DE CONSUMO ,146,PTC
4574,ds3,MATERIAL DE CONSUMO ,146,PTC
4575,ds4,MATERIAL DE CONSUMO ,0,PTC
4576,ds1,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,9,PTC
4577,ds2,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,9,PTC
4578,ds3,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PTC
4579,ds4,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PTC
4580,ds1,SEGUROS ,5,PTC
4581,ds2,SEGUROS ,5,PTC
4582,ds3,SEGUROS ,0,PTC
4583,ds4,SEGUROS ,0,PTC
4584,ds1,ASSUNÇÃO DE OBRIGAÇÕES ,5,PTC
4585,ds2,ASSUNÇÃO DE OBRIGAÇÕES ,5,PTC
4586,ds3,ASSUNÇÃO DE OBRIGAÇÕES ,0,PTC
4587,ds4,ASSUNÇÃO DE OBRIGAÇÕES ,0,PTC
4588,ds1,OUTRAS DESPESAS GERAIS ,9,PTC
4589,ds2,OUTRAS DESPESAS GERAIS ,9,PTC
4590,ds3,OUTRAS DESPESAS GERAIS ,0,PTC
4591,ds4,OUTRAS DESPESAS GERAIS ,0,PTC
4592,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",54,PTC
4593,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",54,PTC
4594,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PTC
4595,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PTC
4596,ds1,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,20,PTC
4597,ds2,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,20,PTC
4598,ds3,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PTC
4599,ds4,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PTC
4600,ds1,PESSOAL ,592,PTC
4601,ds2,PESSOAL ,592,PTC
4602,ds3,PESSOAL ,592,PTC
4603,ds4,PESSOAL ,0,PTC
4604,ds1,ALUGUÉIS E CONDOMÍNIOS ,108,PTC
4605,ds2,ALUGUÉIS E CONDOMÍNIOS ,108,PTC
4606,ds3,ALUGUÉIS E CONDOMÍNIOS ,108,PTC
4607,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PTC
4608,ds1,SERVIÇOS DE LIMPEZA ,30,PTC
4609,ds2,SERVIÇOS DE LIMPEZA ,30,PTC
4610,ds3,SERVIÇOS DE LIMPEZA ,0,PTC
4611,ds4,SERVIÇOS DE LIMPEZA ,0,PTC
4612,ds1,ADIANTAMENTOS DIVERSOS ,4,PTC
4613,ds2,ADIANTAMENTOS DIVERSOS ,4,PTC
4614,ds3,ADIANTAMENTOS DIVERSOS ,0,PTC
4615,ds4,ADIANTAMENTOS DIVERSOS ,0,PTC
4616,ds1,OUTROS ORDINÁRIAS,2,PTC
4617,ds2,OUTROS ORDINÁRIAS,0,PTC
4618,ds3,OUTROS ORDINÁRIAS,0,PTC
4619,ds4,OUTROS ORDINÁRIAS,0,PTC
4620,ds1,PUBLICAÇÕES ,3,PTC
4621,ds2,PUBLICAÇÕES ,3,PTC
4622,ds3,PUBLICAÇÕES ,0,PTC
4623,ds4,PUBLICAÇÕES ,0,PTC
4624,ds1,SERVIÇOS CARTORÁRIOS ,8,PTC
4625,ds2,SERVIÇOS CARTORÁRIOS ,8,PTC
4626,ds3,SERVIÇOS CARTORÁRIOS ,0,PTC
4627,ds4,SERVIÇOS CARTORÁRIOS ,0,PTC
4628,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,140,PTC
4629,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,140,PTC
4630,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,140,PTC
4631,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,140,PTC
4632,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",5,PTC
4633,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",5,PTC
4634,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PTC
4635,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PTC
4636,ds1,EVENTOS PROMOCIONAIS ,4,PTC
4637,ds2,EVENTOS PROMOCIONAIS ,4,PTC
4638,ds3,EVENTOS PROMOCIONAIS ,0,PTC
4639,ds4,EVENTOS PROMOCIONAIS ,0,PTC
4640,ds1,ENERGIA ELÉTRICA ,27,PTC
4641,ds2,ENERGIA ELÉTRICA ,27,PTC
4642,ds3,ENERGIA ELÉTRICA ,0,PTC
4643,ds4,ENERGIA ELÉTRICA ,0,PTC
4644,ds1,SERVIÇOS POSTAIS ,2,PTC
4645,ds2,SERVIÇOS POSTAIS ,2,PTC
4646,ds3,SERVIÇOS POSTAIS ,0,PTC
4647,ds4,SERVIÇOS POSTAIS ,0,PTC
4648,ds1,DESPESAS GERAIS ,10,PTC
4649,ds2,DESPESAS GERAIS ,10,PTC
4650,ds3,DESPESAS GERAIS ,10,PTC
4651,ds4,DESPESAS GERAIS ,0,PTC
4652,ds1,OBRIGAÇÕES DIVERSAS ,22,PTC
4653,ds2,OBRIGAÇÕES DIVERSAS ,22,PTC
4654,ds3,OBRIGAÇÕES DIVERSAS ,0,PTC
4655,ds4,OBRIGAÇÕES DIVERSAS ,0,PTC
4656,ds1,ATIVO PERMANENTE ,2,PTC
4657,ds2,ATIVO PERMANENTE ,2,PTC
4658,ds3,ATIVO PERMANENTE ,2,PTC
4659,ds4,ATIVO PERMANENTE ,0,PTC
4660,ds1,ÁGUA E ESGOTO ,12,PTC
4661,ds2,ÁGUA E ESGOTO ,12,PTC
4662,ds3,ÁGUA E ESGOTO ,0,PTC
4663,ds4,ÁGUA E ESGOTO ,0,PTC
4664,ds1,PROPAGANDA E PUBLICIDADE ,1,PTC
4665,ds2,PROPAGANDA E PUBLICIDADE ,1,PTC
4666,ds3,PROPAGANDA E PUBLICIDADE ,0,PTC
4667,ds4,PROPAGANDA E PUBLICIDADE ,0,PTC
4668,ds1,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,89,PV
4669,ds2,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,89,PV
4670,ds3,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PV
4671,ds4,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PV
4672,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",71,PV
4673,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",71,PV
4674,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",2,PV
4675,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PV
4676,ds1,TRANSPORTES E VIAGENS ,532,PV
4677,ds2,TRANSPORTES E VIAGENS ,532,PV
4678,ds3,TRANSPORTES E VIAGENS ,532,PV
4679,ds4,TRANSPORTES E VIAGENS ,0,PV
4680,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,731,PV
4681,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,731,PV
4682,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,731,PV
4683,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PV
4684,ds1,SEGURANÇA E VIGILÂNCIA ,55,PV
4685,ds2,SEGURANÇA E VIGILÂNCIA ,55,PV
4686,ds3,SEGURANÇA E VIGILÂNCIA ,0,PV
4687,ds4,SEGURANÇA E VIGILÂNCIA ,0,PV
4688,ds1,OBRIGAÇÕES DIVERSAS ,99,PV
4689,ds2,OBRIGAÇÕES DIVERSAS ,99,PV
4690,ds3,OBRIGAÇÕES DIVERSAS ,0,PV
4691,ds4,OBRIGAÇÕES DIVERSAS ,0,PV
4692,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,496,PV
4693,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,496,PV
4694,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,496,PV
4695,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,496,PV
4696,ds1,MATERIAL DE CONSUMO ,362,PV
4697,ds2,MATERIAL DE CONSUMO ,362,PV
4698,ds3,MATERIAL DE CONSUMO ,362,PV
4699,ds4,MATERIAL DE CONSUMO ,0,PV
4700,ds1,RÁDIO E TELEVISÃO ,20,PV
4701,ds2,RÁDIO E TELEVISÃO ,20,PV
4702,ds3,RÁDIO E TELEVISÃO ,0,PV
4703,ds4,RÁDIO E TELEVISÃO ,0,PV
4704,ds1,ALUGUÉIS E CONDOMÍNIOS ,522,PV
4705,ds2,ALUGUÉIS E CONDOMÍNIOS ,522,PV
4706,ds3,ALUGUÉIS E CONDOMÍNIOS ,522,PV
4707,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PV
4708,ds1,ENERGIA ELÉTRICA ,349,PV
4709,ds2,ENERGIA ELÉTRICA ,349,PV
4710,ds3,ENERGIA ELÉTRICA ,0,PV
4711,ds4,ENERGIA ELÉTRICA ,0,PV
4712,ds1,LANCHES E REFEIÇÕES ,65,PV
4713,ds2,LANCHES E REFEIÇÕES ,65,PV
4714,ds3,LANCHES E REFEIÇÕES ,0,PV
